Gene,RNA tissue specific nTPM,liver_nTPM_value,Tissue expression cluster,RNA tissue cell type enrichment,has_liver_nTPM_high,has_liver_nTPM_low,has_liver_cluster,has_liver_enrichment,Classification,has_liver_in_ntpm,confidence_score,confidence_class,recommended_tier
COL6A6,parathyroid gland: 101.5,,Cluster 24: Parathyroid gland - Vesicular transport,"Minor Salivary Gland - Fibroblasts, Pituitary gland - Somatotropes, Skin - Fibroblast_1",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SRRM3,brain: 80.6;retina: 26.4,,Cluster 28: Neuronal - Transcription,"Lung - Fibroblast_2, Pituitary gland - Lactotropes, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
POM121C,,,Cluster 40: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
A2ML1,esophagus: 540.7;vagina: 198.6,,Cluster 29: Squamous epithelium - Innate immune response,"Minor Salivary Gland - Minor salivary gland basal cells, Testis - Sertoli cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LYRM9,,,Cluster 33: Brain - Neuronal signaling,Liver - Hepatocytes,False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
CEBPZOS,,,Cluster 54: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SNRPGP15,,,,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MIF4GD,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MYO1G,bone marrow: 43.1;lymphoid tissue: 26.5,,Cluster 77: Bone marrow - Cell proliferation,"Adipose subcutaneous - T-cells, Adrenal gland - Neutrophils, Breast - T-cells, Kidney - T-cells, Prostate - T-cells, Spleen - T-cells, Thyroid gland - T-cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ESPN,liver: 125.7;retina: 114.4;testis: 140.9,125.7,Cluster 39: Retina & Testis - Cilium,"Colon - Colon enterocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Lung - Respiratory ciliated cells, Skin - Keratinocyte (other), Testis - Sertoli cells",True,False,False,True,liver protein (nTPM≥100 + enrichment),True,60,Medium-High Confidence,Not recommended
SMIM1,bone marrow: 31.6;heart muscle: 38.9;testis: 41.1,,Cluster 4: Testis - Basic cellular processes,"Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Minor Salivary Gland - Minor salivary glandular cells, Pituitary gland - Somatotropes, Skin - Eccrine sweat gland cells, Testis - Sertoli cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
EIF3CL,,,Cluster 66: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RABGAP1L,heart muscle: 117.0,,Cluster 70: Lymphoid tissue - Immune response,"Heart muscle - Cardiomyocytes, Testis - Early spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GPR89A,,,Cluster 1: Liver & Kidney - Metabolism,"Pituitary gland - Somatotropes, Testis - Early spermatids",False,False,True,False,liver protein (cluster only),False,25,Low-Medium Confidence,Not recommended
PPP1R3G,heart muscle: 5.7;liver: 6.0,6.0,Cluster 69: Liver - Oxidoreductase activity,"Skeletal muscle - Fibroblasts, Thyroid gland - Fibroblasts",False,True,True,False,liver protein (nTPM<100 + cluster),True,45,Medium Confidence,Tier 3 (Medium)
IGLL5,intestine: 397.1;lymphoid tissue: 656.5;stomach 1: 300.1,,Cluster 70: Lymphoid tissue - Immune response,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
WASH3P,,,,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TMEM238,intestine: 15.4;stomach 1: 16.1,,Cluster 48: Stomach - Proteolysis,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
USP17L13,,,,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MCRIP1,,,Cluster 43: Non-specific - Mitochondrial translation,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PROB1,heart muscle: 22.5;skeletal muscle: 78.2,,Cluster 14: Skeletal muscle - Muscle contraction,"Breast - Breast glandular cells, Heart muscle - Cardiomyocytes, Liver - Vascular Endothelial cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
NACA,,,Cluster 18: Non-specific - Ribosome,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
C11orf98,,,Cluster 54: Non-specific - Basic cellular processes,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CNK3/IPCEF1,,,,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SMLR1,liver: 54.9,54.9,Cluster 83: Liver - Metabolism,"Kidney - Proximal tubular cells, Liver - Hepatocytes",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,80,High Confidence,Tier 2 (High)
SLC35A4,,,Cluster 19: Non-specific - Basic cellular processes,Thyroid gland - Thyroid glandular cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DNASE2,,,Cluster 26: Adrenal gland - Steroid metabolism,"Adrenal gland - Adrenal cortex cells, Kidney - Fibroblasts, Lung - Macrophages, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
AGPS,,,Cluster 78: Testis - Transcription,"Adrenal gland - Adrenal cortex cells, Testis - Spermatocytes",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
UBXN8,ovary: 120.3,,Cluster 16: Non-specific - Transcription,"Adrenal gland - Adrenal cortex cells, Spleen - Endothelial cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
KIF2A,,,Cluster 16: Non-specific - Transcription,Testis - Early spermatids,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DDX39A,testis: 143.7,,Cluster 70: Lymphoid tissue - Immune response,"Stomach - Mitotic cells (Stomach), Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PDLIM1,skeletal muscle: 651.3,,Cluster 19: Non-specific - Basic cellular processes,"Lung - Endothelial cells, Pituitary gland - Endothelial cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ACOT7,brain: 141.6,,Cluster 5: Brain & Testis - Signal transduction,"Colon - Colon enteroendocrine cells, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Pituitary gland - Lactotropes, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MYO1C,,,Cluster 7: Adipose tissue - Mixed function,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Colon - Smooth muscle cells, Prostate - Smooth muscle cells, Spleen - Fibroblast_1",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MYO1F,bone marrow: 94.9;lung: 28.4;lymphoid tissue: 90.8,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,"Adipose subcutaneous - Macrophages, Adrenal gland - Macrophages, Lung - Neutrophil_2, Minor Salivary Gland - Macrophages, Spleen - Neutrophils, Testis - Macrophages, Thyroid gland - T-cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SNAP23,,,Cluster 70: Lymphoid tissue - Immune response,"Adrenal gland - Adrenal cortex cells, Colon - Macrophages",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
HAX1,,,Cluster 23: Non-specific - Cellular respiration,"Heart muscle - Cardiomyocytes, Testis - Early spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
AIP,,,Cluster 66: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GTPBP1,bone marrow: 105.1,,Cluster 40: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LGALS9,intestine: 95.8;stomach 1: 85.3,,Cluster 25: Small intestine - Absorption,"Adrenal gland - Macrophages, Lung - Macrophages, Spleen - Macrophages, Stomach - Gastric mucous cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
STXBP3,,,Cluster 9: Oligodendrocytes - Myelination,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ARVCF,brain: 54.6,,Cluster 65: Cerebellum - Nervous system development,"Minor Salivary Gland - Minor salivary glandular cells, Spleen - Fibroblast_1",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SMAP,,,,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RAB27B,stomach 1: 43.0,,Cluster 48: Stomach - Proteolysis,"Adipose subcutaneous - Mast cells, Lung - Alveolar cells type 2, Pituitary gland - Thyrotropes, Prostate - Prostate glandular cells, Stomach - Gastric mucous cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - T-cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
AP3B1,,,Cluster 52: Kidney - Transmembrane transport,"Adrenal gland - Adrenal cortex cells, Colon - Macrophages, Pituitary gland - Somatotropes, Stomach - Macrophages, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SULT2B1,esophagus: 278.0;skin 1: 180.7;vagina: 141.4,,Cluster 27: Squamous epithelium - Keratinization,"Lung - Alveolar cells type 1, Prostate - Prostate glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LGALS8,,,Cluster 78: Testis - Transcription,"Kidney - Endothelial cells, Testis - Early spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NDUFS8,,,Cluster 23: Non-specific - Cellular respiration,"Heart muscle - Cardiomyocytes, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NFKBIE,lymphoid tissue: 34.1,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,"Pancreas - Ductal cells, Thyroid gland - T-cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PSMD11,,,Cluster 19: Non-specific - Basic cellular processes,Testis - Early spermatids,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PSMD12,,,Cluster 19: Non-specific - Basic cellular processes,Testis - Spermatocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PSMD9,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ATOX1,,,Cluster 60: Choroid plexus - Transmembrane transport,"Liver - Hepatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
PGRMC1,liver: 656.9,656.9,Cluster 69: Liver - Oxidoreductase activity,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Colon - Colon enteroendocrine cells, Liver - Hepatocytes, Liver - Hepatocytes, Skin - Sebaceous gland cells, Testis - Leydig cells, Thyroid gland - Thyroid glandular cells",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,95,High Confidence,Tier 1 (Highest)
SUPT5H,,,Cluster 4: Testis - Basic cellular processes,Adipose visceral - Adipose progenitor cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TAF4,,,Cluster 66: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DFFA,,,Cluster 51: Thyroid gland - Unknown function,Testis - Sertoli cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
HIP1,,,Cluster 44: Testis - Spermatogenesis,Testis - Late spermatids,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CLIC1,,,Cluster 75: Epithelium - Extracellular exosomes,Skin - Keratinocyte (other),False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
EIF3F,,,Cluster 66: Non-specific - Transcription,Spleen - B-cells (Spleen),False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PDHX,skeletal muscle: 133.8;tongue: 120.3,,Cluster 12: Heart muscle - Cardiac muscle contraction,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral)",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
QSOX1,,,Cluster 41: Smooth muscle tissue - ECM organization,Prostate - Fibroblasts,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DCTN6,,,Cluster 34: Non-specific - Mixed function,Thyroid gland - Thyroid glandular cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SLC33A1,,,Cluster 68: Non-specific - Protein processing,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
WASL,,,Cluster 37: Liver & Intestine - Lipid metabolism,Spleen - Endothelial cells,False,False,True,False,liver protein (cluster only),False,25,Low-Medium Confidence,Not recommended
PDE2A,brain: 123.2;lymphoid tissue: 192.3,,Cluster 34: Non-specific - Mixed function,"Adipose visceral - Endothelial cells, Adrenal gland - Adrenal cortex cells, Kidney - Endothelial cells, Liver - Vascular Endothelial cells, Minor Salivary Gland - Endothelial cells, Prostate - Endothelial cells, Spleen - Endothelial cells, Testis - Endothelial cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
IPO5,testis: 203.8,,Cluster 4: Testis - Basic cellular processes,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
EEF2K,skin 1: 47.4,,Cluster 13: Skin - Cornification,"Skin - Keratinocyte (other), Spleen - Endothelial cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SAP18,,,Cluster 54: Non-specific - Basic cellular processes,"Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
EML1,,,Cluster 3: Non-specific - Unknown function,"Colon - Smooth muscle cells, Prostate - Smooth muscle cells, Thyroid gland - Fibroblasts",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DNM1L,,,Cluster 3: Non-specific - Unknown function,Testis - Spermatocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RTCA,,,Cluster 35: Non-specific - Mitochondria,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PIK3C2A,,,Cluster 51: Thyroid gland - Unknown function,"Skeletal muscle - Endothelial cells, Spleen - Endothelial cells, Stomach - Endothelial cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SYT5,brain: 111.0;pituitary gland: 57.7,,Cluster 33: Brain - Neuronal signaling,"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Pancreas - Alpha cells, Pancreas - Beta cells, Testis - Late spermatids, Thyroid gland - Parafollicular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GFRA2,testis: 9.2;thyroid gland: 8.4,,Cluster 44: Testis - Spermatogenesis,"Liver - Kupffer cells, Skeletal muscle - Fibroblasts, Spleen - Macrophages, Testis - Late spermatids",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
PIK3R2,,,Cluster 33: Brain - Neuronal signaling,"Adrenal gland - Adrenal cortex cells, Spleen - Fibroblast_1, Testis - Sertoli cells, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
